CustomerID,FirstName,LastName,Email,Region,City,Segment,AcquisitionChannelID,FirstOrderDate,LTV_USD,CAC_USD,LTV_CAC_Ratio
89,Anthony,Nelson,sandra50@example.org,Alberta,New Diane,Loyal,1,2022-04-18,491.41,3.03,162.18
90,Chad,Figueroa,davisalyssa@example.com,Quebec,Chavezburgh,Champions,2,2022-02-04,602.23,23.7,25.41
91,Mitchell,Griffith,wareeric@example.net,Quebec,Lake Christophermouth,Potential,6,2022-03-26,107.45,5.27,20.39
92,Ebony,Tucker,nperry@example.net,British Columbia,West Russellport,Potential,1,2022-02-09,111.13,2.02,55.01
93,Erika,Watkins,brandon69@example.org,Quebec,East Kevinborough,At Risk,2,2022-05-03,172.76,20.37,8.48
94,Katrina,Duran,mark07@example.net,Ontario,Thompsonfurt,Potential,1,2022-05-26,122.04,1.6,76.28
95,Amanda,Hall,charles06@example.org,British Columbia,Morsemouth,At Risk,8,2022-11-07,94.55,16.54,5.72
96,Barbara,Berry,zroberts@example.org,Quebec,Georgemouth,Potential,4,2022-07-18,130.32,3.49,37.34
97,Marilyn,Gillespie,kimdaniel@example.com,Quebec,Warrenfurt,Lost,8,2022-11-07,67.28,10.49,6.41
98,Monica,Reese,masonjackson@example.net,British Columbia,New Williamstad,Loyal,2,2024-01-04,367.94,21.38,17.21
99,Michael,Mullen,joelthomas@example.org,Ontario,New Eric,Lost,1,2022-01-07,37.11,3.51,10.57
100,Katherine,Jones,kmarshall@example.net,Ontario,Maldonadoshire,Loyal,1,2022-01-19,420.71,6.55,64.23
101,Dawn,Downs,michelle52@example.com,Alberta,South Scottport,Potential,2,2022-03-27,43.32,16.24,2.67
102,Laura,Vargas,william47@example.com,Quebec,North Miguelport,Lost,2,2023-02-15,61.11,21.86,2.8
103,Chase,Lin,gilbertwilliam@example.com,Quebec,South Reginashire,Potential,6,2022-02-12,103.29,7.2,14.35
104,Denise,Morris,dmason@example.com,British Columbia,Port Rachelmouth,Loyal,8,2022-05-08,377.47,9.86,38.28
105,Toni,Miller,benjaminzimmerman@example.com,British Columbia,West Nathan,Champions,6,2022-07-15,762.96,0.4,1907.4
106,Justin,Ortiz,erika05@example.org,Ontario,Codyfurt,Lost,6,2022-09-11,28.54,1.18,24.19
107,Justin,Cummings,mathewaguilar@example.org,Ontario,Kylefurt,Potential,6,2022-02-23,146.0,0.01,14600.0
108,David,Fletcher,collinsnicholas@example.com,Alberta,Lake Jacqueline,At Risk,1,2022-03-31,144.76,3.46,41.84
109,Stacey,Osborn,lucasrodney@example.com,British Columbia,West Kyleborough,At Risk,1,2022-04-10,189.97,0.01,18997.0
110,Matthew,Miranda,jeremytaylor@example.org,Ontario,Meganville,At Risk,5,2022-04-11,203.55,21.43,9.5
111,William,Fernandez,stanleynancy@example.net,Ontario,New Nicholas,Potential,2,2022-07-27,48.41,26.29,1.84
112,Francis,Guerra,jenniferwilliams@example.com,Quebec,South Cheryl,Loyal,4,2022-08-21,375.17,0.8,468.96
113,Karen,Bowers,amandacollins@example.com,Quebec,West Erika,Loyal,8,2022-07-16,434.47,14.69,29.58
114,Ashley,Alexander,kimberly88@example.com,Ontario,Port James,Champions,2,2022-04-07,793.11,16.11,49.23
115,Cassandra,Salas,davidsonmorgan@example.net,Saskatchewan,Lake Meghanville,Lost,6,2024-02-16,53.52,2.33,22.97
116,Justin,Hines,shannon82@example.com,British Columbia,East Lisastad,Loyal,4,2022-04-30,439.44,1.59,276.38
117,Sarah,Perry,pshaw@example.com,Alberta,West Jeffreymouth,Champions,5,2022-03-25,917.99,21.56,42.58
118,Sarah,Combs,lacey20@example.com,Ontario,Hortonberg,Loyal,5,2022-02-19,324.79,20.61,15.76
119,Katherine,Harrison,bullockandrew@example.org,Ontario,New Shelby,At Risk,1,2022-05-24,172.44,5.21,33.1
120,Chelsea,Henderson,john10@example.org,Ontario,Fowlermouth,At Risk,5,2022-12-28,188.89,21.69,8.71
121,Bryan,Copeland,bcarlson@example.net,Quebec,Lake Douglas,Champions,5,2023-08-26,764.59,20.9,36.58
122,Ruben,Mendez,ashleylopez@example.net,Ontario,New Theresaland,Lost,2,2022-02-26,66.19,18.28,3.62
123,Stephanie,Stephens,myerstheodore@example.net,New Brunswick,Zavalaview,Lost,5,2022-12-10,70.68,29.57,2.39
124,Julie,Kelly,cooperjessica@example.net,Quebec,Port Bonniemouth,Lost,3,2023-11-30,75.89,4.27,17.77
125,Dennis,Bell,lisa27@example.net,Quebec,Welchberg,Loyal,1,2022-01-05,327.75,0.01,32775.0
126,Bryan,Parsons,mjohnson@example.org,Alberta,North Leslie,Potential,2,2022-05-17,136.42,24.39,5.59
127,Kyle,Sanders,wking@example.net,Quebec,West Michael,Loyal,4,2022-11-04,385.17,0.01,38517.0
128,Kimberly,Glenn,joshua56@example.com,British Columbia,Klinefurt,At Risk,3,2022-04-26,117.8,6.27,18.79
129,Matthew,Lopez,zrichardson@example.net,Ontario,Lauriechester,At Risk,1,2022-04-07,133.52,6.16,21.68
130,Christian,Morrison,amymorris@example.org,Quebec,Donnaport,Potential,6,2024-03-24,142.24,4.02,35.38
131,Sean,Robbins,hannahbell@example.org,Quebec,Christinachester,Loyal,2,2022-03-11,195.19,22.22,8.78
132,Joshua,Whitney,jonesdana@example.com,Quebec,North Douglas,Potential,3,2022-10-26,139.85,4.92,28.42
133,Cathy,Harrington,martinezjoel@example.net,Ontario,Michaelshire,Potential,4,2022-10-07,108.76,0.01,10876.0
134,Antonio,Hernandez,xrush@example.com,Ontario,New Devinstad,At Risk,2,2022-04-09,156.02,22.91,6.81
135,Raymond,Banks,susanjohnson@example.org,Ontario,Holmesside,Loyal,8,2023-01-12,200.87,19.0,10.57
136,David,Hampton,nlewis@example.com,New Brunswick,Gonzalezberg,Champions,1,2022-05-31,549.43,7.29,75.37
137,Melissa,Hayes,zosborn@example.net,Ontario,Elizabethland,Potential,2,2022-02-21,63.6,18.33,3.47
138,Andrea,Roberts,melissa25@example.net,Quebec,North Tracie,Potential,8,2022-05-16,109.52,17.72,6.18
139,Laura,Young,jjohnson@example.net,Quebec,Tannerside,Loyal,5,2022-02-27,254.09,24.66,10.3
140,David,Henson,parkeryvonne@example.net,Ontario,Foxchester,Lost,3,2022-01-27,60.36,5.71,10.57
141,Madeline,Jones,dawn77@example.net,Quebec,Davidside,Potential,1,2022-09-13,114.33,6.81,16.79
142,Danielle,White,ryanbartlett@example.org,British Columbia,New Ericburgh,Potential,1,2022-03-30,117.5,0.01,11750.0
143,Fernando,Donovan,michaeleverett@example.com,British Columbia,West Jamesside,At Risk,5,2022-01-08,135.64,22.09,6.14
144,Joshua,Weber,shawgary@example.net,Quebec,East Donna,Loyal,6,2022-03-20,259.8,0.01,25980.0
145,Jennifer,Jacobs,bryananthony@example.org,Ontario,Debrashire,Loyal,3,2022-08-24,467.84,9.62,48.63
146,Robert,Fowler,ismall@example.com,Ontario,Timothyfurt,Lost,2,2022-01-11,79.64,25.75,3.09
147,Kenneth,Jones,moorerobert@example.com,Quebec,West Catherine,Lost,3,2022-03-09,47.36,3.8,12.46
148,Larry,Higgins,theresa25@example.net,Ontario,West Johnville,At Risk,1,2022-05-31,189.93,0.45,422.07
149,Joseph,Wright,williamssonia@example.net,Alberta,Wrightburgh,Champions,1,2022-02-14,511.96,1.76,290.89
150,Lisa,Peck,james27@example.net,Ontario,Jimenezport,Champions,4,2022-02-14,1095.78,5.63,194.63
151,Tyler,Davis,pwagner@example.org,Ontario,Brandonport,Loyal,5,2022-01-02,208.09,29.29,7.1
152,Troy,Khan,amitchell@example.org,Ontario,Andersonview,Potential,1,2022-05-27,68.16,3.45,19.76
153,Jessica,Gallagher,brandon09@example.net,Ontario,West Angela,Lost,1,2022-02-11,30.92,7.97,3.88
154,Charles,Gordon,marcia99@example.org,British Columbia,North Phillip,Potential,1,2022-02-10,113.0,0.01,11300.0
155,Laura,Morgan,kari39@example.net,British Columbia,Porterton,Champions,3,2023-02-13,604.76,7.52,80.42
156,Benjamin,Reeves,jstone@example.net,Quebec,West Sarah,Champions,5,2022-09-24,655.19,20.14,32.53
157,Lucas,Long,brittney88@example.net,British Columbia,Ericksonport,At Risk,8,2022-01-07,87.78,10.95,8.02
158,Thomas,Smith,emily69@example.com,Ontario,New Thomasshire,Loyal,2,2022-03-06,429.7,17.33,24.8
159,Becky,Griffith,ojackson@example.net,British Columbia,Hernandezbury,Potential,3,2022-12-05,102.63,5.72,17.94
160,Anthony,Vaughan,leescott@example.com,Saskatchewan,South Hannah,Loyal,1,2022-06-01,484.89,3.04,159.5
161,Robert,Hampton,vsalas@example.net,Ontario,Lake Devinborough,Potential,1,2023-02-12,120.78,3.54,34.12
162,Ann,Bolton,ufox@example.org,Ontario,Barrmouth,Potential,4,2022-11-26,45.94,0.51,90.08
163,Amy,Lowe,chelsea33@example.com,Manitoba,Jeffreyport,Champions,3,2023-12-14,482.72,8.87,54.42
164,Kellie,Bush,wstewart@example.net,Alberta,Keithshire,At Risk,2,2022-01-06,105.53,18.26,5.78
165,Erica,James,xcardenas@example.org,British Columbia,Bobbyland,Loyal,5,2022-10-18,252.4,19.01,13.28
166,Michael,Ramos,julie33@example.net,Quebec,Sarahview,Loyal,5,2022-04-05,263.46,19.09,13.8
167,Derrick,Gilbert,johnsantiago@example.net,Nova Scotia,Lake Jesse,Potential,2,2022-04-16,57.34,20.45,2.8
168,Craig,Rivera,xgarcia@example.org,British Columbia,New Tiffanyburgh,At Risk,3,2022-05-14,98.22,2.84,34.58
169,Richard,Donovan,mwoods@example.com,British Columbia,Justinton,Loyal,2,2022-01-16,432.29,20.79,20.79
170,Rebecca,Davis,amandasharp@example.org,Ontario,South Nicole,At Risk,1,2022-08-25,141.62,0.01,14162.0
171,Gregory,Gillespie,lfrench@example.net,Ontario,Nancytown,Loyal,2,2022-12-29,412.33,22.43,18.38
172,Kenneth,Morrison,justin88@example.com,Quebec,Port William,Potential,4,2022-01-04,109.36,7.34,14.9
173,Joshua,Lamb,francisco74@example.net,Quebec,North Jill,Champions,7,2022-01-07,639.93,11.79,54.28
174,Krystal,Bradley,gregorychase@example.com,Quebec,Robertsonland,Lost,2,2022-11-26,55.89,23.7,2.36
175,Richard,Davis,thomasboyle@example.org,Quebec,Patrickmouth,Loyal,1,2022-03-07,487.44,0.01,48744.0
176,Karen,Finley,brandi90@example.com,Saskatchewan,Heatherton,Lost,1,2023-01-21,79.5,4.38,18.15
177,Elizabeth,Marshall,richardshaw@example.net,British Columbia,Hannahport,Loyal,6,2022-10-30,425.4,0.82,518.78
178,Michael,Walker,timothygibson@example.net,British Columbia,Robertside,Loyal,5,2022-05-21,220.0,19.65,11.2
179,Roberta,Todd,kathleenbecker@example.net,New Brunswick,New Seanstad,Lost,3,2022-10-19,69.45,10.07,6.9
180,Christian,Elliott,poolerebecca@example.org,British Columbia,East Mark,Potential,1,2022-05-28,51.36,6.93,7.41
181,Abigail,Wilson,jenniferburns@example.net,Ontario,Stokesmouth,Potential,3,2022-09-06,81.78,7.71,10.61
182,David,Perry,hansenemily@example.com,Manitoba,South Jonathantown,Potential,1,2022-08-30,90.03,0.01,9003.0
183,Julie,Lane,hendersonisabella@example.net,Quebec,North Valeriefort,Potential,2,2022-01-04,135.69,17.09,7.94
184,Anthony,Ortiz,katiegood@example.net,Quebec,Brooksfurt,Potential,1,2022-06-11,85.04,1.88,45.23
185,Shane,Stark,rbennett@example.net,Quebec,Lake Michelle,Loyal,3,2022-01-30,493.47,1.32,373.84
186,David,Haney,urice@example.org,Quebec,Port Andrewport,Potential,4,2022-03-27,148.86,5.86,25.4
187,Steven,Ball,opatel@example.org,Nova Scotia,Reedview,At Risk,2,2022-08-24,201.81,25.6,7.88
188,Jacob,Golden,johnsondonna@example.net,New Brunswick,East Jamieville,Lost,7,2023-06-04,46.22,9.02,5.12
189,Brittney,Griffin,sanchezbradley@example.com,Nova Scotia,New Jeff,At Risk,2,2022-10-01,205.51,25.34,8.11
190,Michelle,Brown,jim95@example.net,Ontario,Joelberg,Potential,1,2023-06-08,55.92,2.42,23.11
191,Valerie,Boyd,dturner@example.net,British Columbia,Lake Erika,At Risk,3,2022-01-09,206.37,8.61,23.97
192,Angela,Williams,shelly68@example.com,Alberta,Russellport,Potential,2,2022-10-25,128.81,22.92,5.62
193,Nicholas,Webster,oallen@example.com,Ontario,Port Steven,At Risk,5,2023-02-09,148.36,27.62,5.37
194,Brian,Gutierrez,igrant@example.com,Quebec,West James,At Risk,3,2022-02-11,144.71,6.52,22.19
195,Deborah,Nielsen,christopher30@example.com,Quebec,Nunezton,Lost,5,2022-09-01,24.36,20.36,1.2
196,Morgan,Lopez,timothybooth@example.com,Ontario,Susantown,Lost,6,2022-11-27,60.39,3.36,17.97
197,Jason,Lee,burgesskaren@example.org,British Columbia,South Rose,Loyal,1,2022-01-01,466.49,5.47,85.28
198,Andrea,Rowe,powens@example.com,Ontario,Josehaven,Champions,5,2022-03-23,533.85,23.93,22.31
199,Nicole,Owens,ugill@example.org,Ontario,Lawrenceton,Potential,7,2022-01-02,48.04,11.39,4.22
200,Anna,Walker,allentran@example.net,British Columbia,Phillipsborough,At Risk,1,2022-07-03,159.07,2.39,66.56
201,Mark,James,victorpena@example.net,British Columbia,Jonathanfort,Loyal,2,2022-02-12,334.5,16.24,20.6
202,Tammy,May,umurray@example.com,Ontario,East Jennifer,At Risk,5,2022-02-16,218.65,29.92,7.31
203,Tracy,Stark,warrenmary@example.org,British Columbia,Port Adamberg,Loyal,5,2022-07-26,235.39,22.32,10.55
204,Megan,Hall,albertwagner@example.com,Ontario,New Danafort,Lost,1,2024-02-11,52.67,3.79,13.9
205,Donna,Smith,hsmith@example.net,Ontario,Amandaport,At Risk,1,2022-05-07,204.56,0.01,20456.0
206,Andre,Li,ldrake@example.org,Ontario,New Eduardoborough,Lost,6,2022-08-05,65.7,6.61,9.94
207,Christine,King,joseph61@example.com,Ontario,Stevensbury,Champions,2,2023-12-03,1068.41,20.89,51.14
208,Veronica,Perez,valdezmichele@example.org,Ontario,South Nicholasside,Champions,8,2022-05-30,831.88,15.17,54.84
209,Thomas,Walsh,christopherbruce@example.net,British Columbia,Arielville,At Risk,6,2023-02-23,87.34,0.01,8734.0
210,Patricia,Ellison,jasonparrish@example.net,Ontario,Nelsonland,Potential,3,2022-02-09,47.08,5.34,8.82
211,Gabrielle,Ramirez,whitemelissa@example.org,Ontario,New Douglas,Loyal,2,2022-03-28,298.13,22.59,13.2
212,Lori,Nicholson,evansanne@example.net,New Brunswick,Rhodesside,At Risk,5,2022-02-14,159.76,22.34,7.15
213,Martin,Campos,krystalnorris@example.org,Quebec,Brianchester,At Risk,1,2022-04-05,126.42,2.58,49.0
214,Jesse,Jones,unovak@example.org,British Columbia,Kristenmouth,Potential,7,2022-01-28,93.76,7.06,13.28
215,Tracy,Kelly,rreynolds@example.net,Alberta,Millerport,Loyal,4,2022-05-30,451.87,2.11,214.16
216,Lauren,Marquez,adamsnorman@example.net,Ontario,Lake Peter,Lost,8,2022-09-03,29.05,16.18,1.8
217,Michael,Davis,sean41@example.org,British Columbia,East Ryanside,At Risk,3,2022-04-04,166.23,5.41,30.73
218,Angela,Russell,davisangela@example.net,Ontario,Michelletown,Loyal,7,2022-09-17,400.49,9.61,41.67
219,Kelly,Hughes,hardyanita@example.org,Manitoba,Lake Oscar,Loyal,1,2022-12-14,356.73,7.0,50.96
220,Dominic,Turner,kthomas@example.com,Ontario,Robertfort,At Risk,5,2022-04-20,95.37,19.54,4.88
221,Kirsten,Ward,jennifersimpson@example.net,New Brunswick,South Daniel,Potential,2,2022-01-27,63.86,17.29,3.69
222,Kevin,Rush,meagan65@example.com,Nova Scotia,Ryanberg,Loyal,2,2022-05-31,463.11,19.12,24.22
223,Kevin,Morrison,timothythompson@example.com,British Columbia,Kellyfort,Potential,2,2022-06-06,77.76,17.28,4.5
224,Tammy,Casey,nicholas65@example.org,British Columbia,New Wendy,Potential,1,2022-01-11,69.94,6.52,10.73
225,Hector,Saunders,bentonsteven@example.net,Ontario,South Lauren,Loyal,4,2022-01-09,380.93,1.92,198.4
226,Marie,Jones,ichambers@example.net,British Columbia,Johnberg,Potential,1,2022-07-01,43.71,0.11,397.36
227,Jennifer,Mccormick,colecarla@example.net,Ontario,Fergusonchester,Lost,6,2022-03-20,30.08,7.62,3.95
228,Amy,Gibbs,jacqueline89@example.net,Alberta,North Kaylastad,Potential,1,2022-07-05,114.5,5.04,22.72
229,Gabriel,Salazar,vrasmussen@example.com,Quebec,North Coreybury,Potential,2,2022-10-10,113.34,15.59,7.27
230,William,Stone,seanmyers@example.net,Ontario,West Whitney,At Risk,7,2022-04-12,136.28,6.7,20.34
231,Timothy,Phillips,wilsonshelia@example.org,Quebec,Larrymouth,Lost,1,2024-05-07,40.78,7.05,5.78
232,Kristen,Boyd,thomas77@example.com,Ontario,West Bradleyville,Loyal,3,2022-06-17,436.49,7.18,60.79
233,Andrew,Cooper,byrdfrank@example.net,Nova Scotia,New Greg,Champions,4,2022-08-30,441.0,1.4,315.0
234,Ethan,Castro,zhall@example.net,Quebec,East Danielle,Champions,4,2022-04-03,1009.36,2.28,442.7
235,Ryan,Johnson,shannonjordan@example.org,British Columbia,East Joshua,Potential,1,2022-05-20,87.99,0.01,8799.0
236,Jane,Flynn,lloydamanda@example.com,British Columbia,Jamesville,Potential,6,2022-09-17,99.39,7.09,14.02
